S.No,_id,commission_type,ctrader_id,order_id,instrument,partner_id,ctrader_server,volume,volume_net_ctrader,pip_change,low_pip_trade,commission_generated,trade_closed_time,commission_calculation_date,rebate_flag,fxp_id,added_to_report,is_paid,platform,equity,credit,margin,nrc_value,non_rebated_reason
111,62170cc0f032767cbbae9105,ADA_DOLLAR_CLS,undefined,85593838,EURUSD,undefined,undefined,0.1,undefined,undefined,undefined,null,2022-02-24T05:42:39.000Z,2022-02-24T07:42:40.213Z,false,undefined,undefined,undefined,undefined,0,0,0,0,no_ada_matrix
112,62170cc2f032767cbbae9106,ADA_DOLLAR_CLS,undefined,85593839,EURUSD,undefined,undefined,0.1,undefined,undefined,undefined,null,2022-02-24T05:42:41.000Z,2022-02-24T07:42:42.596Z,false,undefined,undefined,undefined,undefined,0,0,0,0,no_ada_matrix
113,62170cc4f032767cbbae9107,ADA_DOLLAR_CLS,undefined,85593840,EURUSD,undefined,undefined,0.1,undefined,undefined,undefined,null,2022-02-24T05:42:43.000Z,2022-02-24T07:42:44.072Z,false,undefined,undefined,undefined,undefined,0,0,0,0,no_ada_matrix
114,62172848f032767cbbae9114,ADA_DOLLAR_CLS,undefined,85593855,EURUSD,undefined,undefined,0.1,undefined,undefined,undefined,null,2022-02-24T07:40:07.000Z,2022-02-24T09:40:08.750Z,false,undefined,undefined,undefined,undefined,0,0,0,0,no_ada_matrix
115,6217284af032767cbbae9115,ADA_DOLLAR_CLS,undefined,85593854,EURUSD,undefined,undefined,0.1,undefined,undefined,undefined,null,2022-02-24T07:40:09.000Z,2022-02-24T09:40:10.566Z,false,undefined,undefined,undefined,undefined,0,0,0,0,no_ada_matrix
116,62172852f032767cbbae9116,ADA_DOLLAR_CLS,undefined,85593852,EURUSD,undefined,undefined,0.1,undefined,undefined,undefined,null,2022-02-24T07:40:17.000Z,2022-02-24T09:40:18.596Z,false,undefined,undefined,undefined,undefined,0,0,0,0,no_ada_matrix
117,621765f5f032767cbbae9132,ADA_DOLLAR_CLS,undefined,85593850,GBPUSD,undefined,undefined,0.1,undefined,undefined,undefined,null,2022-02-24T12:03:16.000Z,2022-02-24T14:03:17.190Z,false,undefined,undefined,undefined,undefined,0,0,0,0,no_ada_matrix
118,620f55b5450278ddf1185966,STANDARD_CLS,undefined,2084,EURUSD,undefined,undefined,0.16,undefined,undefined,undefined,null,2022-02-18T09:14:58.000Z,2022-02-18T08:15:49.578Z,false,undefined,undefined,undefined,undefined,10000,0,0,0,no_rebated_commissions
119,620f5834450278ddf118596b,STANDARD_CLS,undefined,2100,EURUSD,undefined,undefined,0.48,undefined,undefined,undefined,null,2022-02-18T09:25:40.000Z,2022-02-18T08:26:28.385Z,false,undefined,undefined,undefined,undefined,9993.6,0,7277.62,1,company_set_trade_criteria_for_fix
120,620f5afe450278ddf118596d,STANDARD_CLS,undefined,2104,EURUSD,undefined,undefined,0.16,undefined,undefined,undefined,null,2022-02-18T09:38:20.000Z,2022-02-18T08:38:22.047Z,false,undefined,undefined,undefined,undefined,9989.76,0,1819.44,1,company_set_trade_criteria_for_fix
121,620f5d57450278ddf118596f,ADA_DOLLAR_CLS,undefined,2106,EURUSD,undefined,undefined,0.16,undefined,undefined,undefined,null,2022-02-18T09:48:20.000Z,2022-02-18T08:48:23.506Z,false,undefined,undefined,undefined,undefined,9989.76,0,1819.44,1,no_ada_matrix
122,620f79dfdd2de3ee72cd4cc5,STANDARD_CLS,undefined,2108,EURUSD,undefined,undefined,0.34,undefined,undefined,undefined,null,2022-02-18T11:49:10.000Z,2022-02-18T10:50:07.174Z,false,undefined,undefined,undefined,undefined,9988,0,0,0,company_set_trade_criteria_for_fix
123,620f7a55dd2de3ee72cd4cc7,ADA_DOLLAR_CLS,undefined,2112,EURUSD,undefined,undefined,0.1,undefined,undefined,undefined,null,2022-02-18T11:52:01.000Z,2022-02-18T10:52:05.571Z,false,undefined,undefined,undefined,undefined,9987.34,0,3864.27,1,no_ada_matrix
124,621338badd2de3ee72cdabd1,ADA_DOLLAR_CLS,undefined,2138,EURUSD,undefined,undefined,0.2,undefined,undefined,undefined,null,2022-02-21T08:01:10.000Z,2022-02-21T07:01:14.211Z,false,undefined,undefined,undefined,undefined,9982.22,0,1136.73,1,no_ada_matrix
125,620f56f3450278ddf1185968,ADA_DOLLAR_MICRO,undefined,2090,EURUSD,undefined,undefined,1.12,undefined,undefined,undefined,null,2022-02-18T09:20:07.000Z,2022-02-18T08:21:07.186Z,false,undefined,undefined,undefined,undefined,9900,0,0,0,client_not_elligible
126,6218f24ccf725871f634cd42,ADA_DOLLAR_CLS,undefined,2146,EURUSD,undefined,undefined,undefined,undefined,undefined,undefined,null,2022-02-22T08:16:30.000Z,2022-02-25T15:14:20.794Z,false,undefined,undefined,undefined,undefined,10999.38,0,1469.55,1,no_ada_matrix
127,6218f24ecf725871f634cd43,ADA_DOLLAR_CLS,undefined,2151,EURUSD,undefined,undefined,undefined,undefined,undefined,undefined,null,2022-02-22T10:50:22.000Z,2022-02-25T15:14:22.575Z,false,undefined,undefined,undefined,undefined,10989.24,0,56.64,1,no_ada_matrix
128,62172d77cf725871f6320b11,STANDARD_CLS,undefined,2153,EURUSD,undefined,undefined,0.01,undefined,undefined,undefined,null,2022-02-24T08:01:15.000Z,2022-02-24T07:02:15.032Z,false,undefined,undefined,undefined,undefined,0,0,0,0,commission_exclusion_mt5_group
129,62174688cf725871f6320b1b,ADA_DOLLAR_CLS,undefined,2163,USDJPY,undefined,undefined,0.01,undefined,undefined,undefined,null,2022-02-24T09:49:08.000Z,2022-02-24T08:49:12.007Z,false,undefined,undefined,undefined,undefined,109999.47,0,112.44,1,no_ada_matrix
130,621747bbcf725871f6320b1c,ADA_DOLLAR_CLS,undefined,2162,EURUSD,undefined,undefined,0.01,undefined,undefined,undefined,null,2022-02-24T09:53:21.000Z,2022-02-24T08:54:19.075Z,false,undefined,undefined,undefined,undefined,109999.55,0,112.44,1,no_ada_matrix
